identity_key,contact_key,identity_type,identity_value,match_confidence,is_primary
ID01080-01,CT01080,email,luca.werner1080@langeconnectholding.com,1.0,1
ID01080-02,CT01080,cookie,ck_001080_7002,0.96,0
ID01080-03,CT01080,mobile,+49 151 69611267,0.93,0
ID01081-01,CT01081,email,sofia.lange1081@braunconnectltd.com,1.0,1
ID01081-02,CT01081,cookie,ck_001081_1760,0.86,0
ID01081-03,CT01081,mobile,+49 151 20581831,0.79,0
ID01082-01,CT01082,email,ben.hartmann1082@wagnerfairse.com,1.0,1
ID01082-02,CT01082,mobile,+49 151 44686834,0.82,0
ID01082-03,CT01082,CRM contact id,CRM-001082,0.92,0
ID01083-01,CT01083,email,david.becker1083@wernertradeltd.com,1.0,1
ID01083-02,CT01083,cookie,ck_001083_3718,0.79,0
ID01083-03,CT01083,mobile,+49 151 99390140,0.78,0
ID01084-01,CT01084,email,mia.bauer1084@neumanntradegroup.com,1.0,1
ID01084-02,CT01084,badge_id,BDG-001084,0.87,0
ID01084-03,CT01084,mobile,+49 151 74997575,0.97,0
ID01084-04,CT01084,CRM contact id,CRM-001084,0.76,0
ID01085-01,CT01085,email,clara.klein1085@wagnersystemsltd.com,1.0,1
ID01085-02,CT01085,cookie,ck_001085_9972,0.9,0
ID01085-03,CT01085,CRM contact id,CRM-001085,0.84,0
ID01086-01,CT01086,email,lukas.wolf1086@wagnergroupholding.com,1.0,1
ID01086-02,CT01086,mobile,+49 151 73167846,0.81,0
ID01086-03,CT01086,CRM contact id,CRM-001086,0.96,0
ID01087-01,CT01087,email,amelie.klein1087@wagnermediagroup.com,1.0,1
ID01087-02,CT01087,badge_id,BDG-001087,0.9,0
ID01087-03,CT01087,mobile,+49 151 43711182,0.82,0
ID01087-04,CT01087,CRM contact id,CRM-001087,0.76,0
ID01088-01,CT01088,email,laura.hartmann1088@wagnerconnectkg.com,1.0,1
ID01088-02,CT01088,mobile,+49 151 72456068,0.73,0
ID01088-03,CT01088,CRM contact id,CRM-001088,0.73,0
ID01089-01,CT01089,email,nina.koch1089@langemediaag.com,1.0,1
ID01089-02,CT01089,mobile,+49 151 95327540,0.9,0
ID01089-03,CT01089,CRM contact id,CRM-001089,0.83,0
ID01090-01,CT01090,email,julian.wagner1090@neumannexpoag.com,1.0,1
ID01090-02,CT01090,badge_id,BDG-001090,0.81,0
ID01090-03,CT01090,CRM contact id,CRM-001090,0.78,0
ID01091-01,CT01091,email,tom.wolf1091@bauerconsultingltd.com,1.0,1
ID01091-02,CT01091,cookie,ck_001091_1679,0.95,0
ID01091-03,CT01091,mobile,+49 151 51629273,0.77,0
ID01091-04,CT01091,CRM contact id,CRM-001091,0.99,0
ID01092-01,CT01092,email,mia.schmidt1092@neumanndigitalse.com,1.0,1
ID01092-02,CT01092,mobile,+49 151 61222220,0.86,0
ID01093-01,CT01093,email,emma.hoffmann1093@braundigitalholding.com,1.0,1
ID01093-02,CT01093,CRM contact id,CRM-001093,0.84,0
ID01094-01,CT01094,email,jonas.richter1094@wagnerholdingsholding.com,1.0,1
ID01094-02,CT01094,cookie,ck_001094_7967,0.77,0
ID01095-01,CT01095,email,mia.zimmermann1095@schmidtgroupltd.com,1.0,1
ID01095-02,CT01095,mobile,+49 151 70151314,0.97,0
ID01095-03,CT01095,CRM contact id,CRM-001095,0.73,0
ID01096-01,CT01096,email,finn.hoffmann1096@kocheventgroup.com,1.0,1
ID01096-02,CT01096,cookie,ck_001096_2132,0.93,0
ID01096-03,CT01096,badge_id,BDG-001096,0.95,0
ID01096-04,CT01096,mobile,+49 151 62475664,0.95,0
ID01097-01,CT01097,email,nina.braun1097@neumannholdingsgmbh.com,1.0,1
ID01097-02,CT01097,cookie,ck_001097_6411,0.86,0
ID01097-03,CT01097,mobile,+49 151 98481085,0.95,0
ID01098-01,CT01098,email,jonas.werner1098@meyereventltd.com,1.0,1
ID01098-02,CT01098,cookie,ck_001098_5013,0.86,0
ID01098-03,CT01098,mobile,+49 151 76947674,0.74,0
ID01099-01,CT01099,email,emma.schmitt1099@hoffmanndigitalgmbh.com,1.0,1
ID01099-02,CT01099,badge_id,BDG-001099,0.81,0
ID01099-03,CT01099,mobile,+49 151 95347435,0.9,0
ID01099-04,CT01099,CRM contact id,CRM-001099,0.74,0
ID01100-01,CT01100,email,nina.braun1100@neumannconsultingkg.com,1.0,1
ID01100-02,CT01100,mobile,+49 151 53514748,0.96,0
ID01100-03,CT01100,CRM contact id,CRM-001100,0.87,0
ID01101-01,CT01101,email,julia.wagner1101@schmidtsystemsholding.com,1.0,1
ID01101-02,CT01101,badge_id,BDG-001101,0.96,0
ID01102-01,CT01102,email,lea.schulz1102@wagnerfairltd.com,1.0,1
ID01102-02,CT01102,cookie,ck_001102_5847,0.76,0
ID01102-03,CT01102,mobile,+49 151 73563406,0.89,0
ID01103-01,CT01103,email,elena.richter1103@bauerexpogroup.com,1.0,1
ID01103-02,CT01103,mobile,+49 151 11289419,0.92,0
ID01103-03,CT01103,CRM contact id,CRM-001103,0.78,0
ID01104-01,CT01104,email,julia.meyer1104@kleintradeag.com,1.0,1
ID01104-02,CT01104,mobile,+49 151 91575137,0.97,0
ID01104-03,CT01104,CRM contact id,CRM-001104,0.81,0
ID01105-01,CT01105,email,tom.meyer1105@neumanndigitalgroup.com,1.0,1
ID01105-02,CT01105,cookie,ck_001105_4511,0.93,0
ID01106-01,CT01106,email,tom.schmitt1106@langedigitalholding.com,1.0,1
ID01106-02,CT01106,cookie,ck_001106_4666,0.74,0
ID01106-03,CT01106,mobile,+49 151 31845432,0.89,0
ID01107-01,CT01107,email,ben.schmitt1107@neumannservicesholding.com,1.0,1
ID01107-02,CT01107,badge_id,BDG-001107,0.9,0
ID01107-03,CT01107,mobile,+49 151 85375049,0.92,0
ID01108-01,CT01108,email,david.hoffmann1108@schmidtmediagmbh.com,1.0,1
ID01108-02,CT01108,badge_id,BDG-001108,0.93,0
ID01108-03,CT01108,mobile,+49 151 53091868,0.94,0
ID01108-04,CT01108,CRM contact id,CRM-001108,0.93,0
ID01109-01,CT01109,email,anna.koch1109@schmidtsolutionsholding.com,1.0,1
ID01109-02,CT01109,cookie,ck_001109_3514,0.91,0
ID01109-03,CT01109,mobile,+49 151 60643612,0.92,0
ID01109-04,CT01109,CRM contact id,CRM-001109,0.95,0
ID01110-01,CT01110,email,luca.zimmermann1110@schmidtmediagmbh.com,1.0,1
ID01110-02,CT01110,cookie,ck_001110_7536,0.73,0
ID01110-03,CT01110,badge_id,BDG-001110,0.97,0
ID01111-01,CT01111,email,sofia.werner1111@braunsolutionsgmbh.com,1.0,1
ID01111-02,CT01111,CRM contact id,CRM-001111,0.83,0
ID01112-01,CT01112,email,jonas.schulz1112@kleinexpogroup.com,1.0,1
ID01112-02,CT01112,CRM contact id,CRM-001112,0.92,0
ID01113-01,CT01113,email,paula.lange1113@wagnerpartnerskg.com,1.0,1
ID01113-02,CT01113,badge_id,BDG-001113,0.98,0
ID01113-03,CT01113,CRM contact id,CRM-001113,0.84,0
ID01114-01,CT01114,email,leon.schmitt1114@bauerpartnersltd.com,1.0,1
ID01114-02,CT01114,cookie,ck_001114_9501,0.83,0
ID01114-03,CT01114,mobile,+49 151 74371900,0.97,0
ID01114-04,CT01114,CRM contact id,CRM-001114,0.85,0
ID01115-01,CT01115,email,clara.hoffmann1115@bauergroupholding.com,1.0,1
ID01115-02,CT01115,cookie,ck_001115_1079,0.75,0
ID01115-03,CT01115,mobile,+49 151 59643306,0.84,0
ID01115-04,CT01115,CRM contact id,CRM-001115,0.91,0
ID01116-01,CT01116,email,elena.wagner1116@schmidtgroupgmbh.com,1.0,1
ID01116-02,CT01116,badge_id,BDG-001116,0.81,0
ID01116-03,CT01116,CRM contact id,CRM-001116,0.77,0
ID01117-01,CT01117,email,sofia.hartmann1117@kleingroupgmbh.com,1.0,1
ID01117-02,CT01117,badge_id,BDG-001117,0.82,0
ID01117-03,CT01117,mobile,+49 151 13846977,0.72,0
ID01118-01,CT01118,email,julian.wagner1118@meyertradese.com,1.0,1
ID01119-01,CT01119,email,amelie.hoffmann1119@kochmediagroup.com,1.0,1
ID01119-02,CT01119,mobile,+49 151 64544411,0.9,0
ID01120-01,CT01120,email,ben.schmitt1120@wernerpartnerskg.com,1.0,1
ID01120-02,CT01120,cookie,ck_001120_7880,0.94,0
ID01120-03,CT01120,mobile,+49 151 26658243,0.8,0
ID01120-04,CT01120,CRM contact id,CRM-001120,0.8,0
ID01121-01,CT01121,email,finn.braun1121@bauerholdingsse.com,1.0,1
ID01121-02,CT01121,cookie,ck_001121_1127,0.75,0
ID01122-01,CT01122,email,tim.wagner1122@meyersystemsgroup.com,1.0,1
ID01122-02,CT01122,CRM contact id,CRM-001122,0.85,0
ID01123-01,CT01123,email,clara.schmidt1123@bauermarketkg.com,1.0,1
ID01123-02,CT01123,mobile,+49 151 86004622,0.8,0
ID01123-03,CT01123,CRM contact id,CRM-001123,0.89,0
ID01124-01,CT01124,email,elena.koch1124@hoffmannsolutionsgroup.com,1.0,1
ID01125-01,CT01125,email,ben.hoffmann1125@langedigitalholding.com,1.0,1
ID01126-01,CT01126,email,lea.werner1126@hoffmannconsultingkg.com,1.0,1
ID01126-02,CT01126,cookie,ck_001126_2688,0.95,0
ID01126-03,CT01126,badge_id,BDG-001126,0.94,0
ID01126-04,CT01126,mobile,+49 151 75695918,0.78,0
ID01127-01,CT01127,email,amelie.hartmann1127@wagnermarketholding.com,1.0,1
ID01127-02,CT01127,cookie,ck_001127_8680,0.87,0
ID01127-03,CT01127,badge_id,BDG-001127,0.79,0
ID01127-04,CT01127,mobile,+49 151 31048578,0.74,0
ID01128-01,CT01128,email,amelie.schmitt1128@neumannconnectkg.com,1.0,1
ID01128-02,CT01128,cookie,ck_001128_6907,0.87,0
ID01128-03,CT01128,badge_id,BDG-001128,0.74,0
ID01128-04,CT01128,mobile,+49 151 27931112,0.98,0
ID01129-01,CT01129,email,anna.meyer1129@hartmanneventgmbh.com,1.0,1
ID01129-02,CT01129,cookie,ck_001129_7830,0.92,0
ID01129-03,CT01129,mobile,+49 151 76935788,0.94,0
ID01130-01,CT01130,email,sarah.schmidt1130@wagnermarketse.com,1.0,1
ID01130-02,CT01130,mobile,+49 151 56655850,0.74,0
ID01130-03,CT01130,CRM contact id,CRM-001130,0.94,0
ID01131-01,CT01131,email,sofia.wolf1131@schmidtsystemsholding.com,1.0,1
ID01131-02,CT01131,cookie,ck_001131_8809,0.81,0
ID01131-03,CT01131,CRM contact id,CRM-001131,0.92,0
ID01132-01,CT01132,email,ben.schulz1132@wagnerfairholding.com,1.0,1
ID01132-02,CT01132,badge_id,BDG-001132,0.79,0
ID01133-01,CT01133,email,ben.hoffmann1133@wagnerservicesgmbh.com,1.0,1
ID01133-02,CT01133,cookie,ck_001133_8841,0.75,0
ID01133-03,CT01133,badge_id,BDG-001133,0.93,0
ID01134-01,CT01134,email,ben.neumann1134@kochdigitalholding.com,1.0,1
ID01134-02,CT01134,mobile,+49 151 40987897,0.85,0
ID01135-01,CT01135,email,paula.koch1135@schmidtgroupkg.com,1.0,1
ID01135-02,CT01135,cookie,ck_001135_6114,0.9,0
ID01135-03,CT01135,badge_id,BDG-001135,0.92,0
ID01135-04,CT01135,mobile,+49 151 35647315,0.78,0
ID01136-01,CT01136,email,luca.becker1136@neumanngroupgmbh.com,1.0,1
ID01136-02,CT01136,badge_id,BDG-001136,0.84,0
ID01137-01,CT01137,email,julia.neumann1137@wagnerservicesgmbh.com,1.0,1
ID01137-02,CT01137,cookie,ck_001137_3360,0.82,0
ID01137-03,CT01137,mobile,+49 151 72218967,0.89,0
ID01137-04,CT01137,CRM contact id,CRM-001137,0.81,0
ID01138-01,CT01138,email,sarah.hoffmann1138@hoffmannmediase.com,1.0,1
ID01138-02,CT01138,cookie,ck_001138_1622,0.88,0
ID01139-01,CT01139,email,luca.hartmann1139@langegroupltd.com,1.0,1
ID01140-01,CT01140,email,emma.wolf1140@schmidtpartnersse.com,1.0,1
ID01140-02,CT01140,CRM contact id,CRM-001140,0.87,0
ID01141-01,CT01141,email,paul.werner1141@bauerfairltd.com,1.0,1
ID01141-02,CT01141,cookie,ck_001141_7560,0.97,0
ID01141-03,CT01141,badge_id,BDG-001141,0.9,0
ID01141-04,CT01141,mobile,+49 151 92555542,0.81,0
ID01142-01,CT01142,email,anna.bauer1142@langegroupholding.com,1.0,1
ID01142-02,CT01142,cookie,ck_001142_1513,0.76,0
ID01142-03,CT01142,mobile,+49 151 72779379,0.97,0
ID01142-04,CT01142,CRM contact id,CRM-001142,0.9,0
ID01143-01,CT01143,email,felix.neumann1143@hoffmanngroupholding.com,1.0,1
ID01143-02,CT01143,badge_id,BDG-001143,0.75,0
ID01143-03,CT01143,CRM contact id,CRM-001143,0.83,0
ID01144-01,CT01144,email,finn.meyer1144@wagnersolutionsgroup.com,1.0,1
ID01144-02,CT01144,cookie,ck_001144_6855,0.82,0
ID01144-03,CT01144,mobile,+49 151 17822156,0.93,0
ID01145-01,CT01145,email,anna.werner1145@bauerpartnersse.com,1.0,1
ID01145-02,CT01145,cookie,ck_001145_5917,0.97,0
ID01146-01,CT01146,email,leon.hoffmann1146@braunsystemsltd.com,1.0,1
ID01146-02,CT01146,cookie,ck_001146_9885,0.92,0
ID01146-03,CT01146,badge_id,BDG-001146,0.86,0
ID01146-04,CT01146,CRM contact id,CRM-001146,0.73,0
ID01147-01,CT01147,email,paula.braun1147@bauermediagmbh.com,1.0,1
ID01147-02,CT01147,cookie,ck_001147_3709,0.97,0
ID01147-03,CT01147,badge_id,BDG-001147,0.79,0
ID01147-04,CT01147,mobile,+49 151 33730245,0.99,0
ID01147-05,CT01147,CRM contact id,CRM-001147,0.82,0
ID01148-01,CT01148,email,paula.koch1148@kleinsolutionsag.com,1.0,1
ID01148-02,CT01148,mobile,+49 151 64004006,0.79,0
ID01148-03,CT01148,CRM contact id,CRM-001148,0.75,0
ID01149-01,CT01149,email,finn.wagner1149@braunserviceskg.com,1.0,1
ID01150-01,CT01150,email,ben.schmidt1150@hoffmanneventgroup.com,1.0,1
ID01150-02,CT01150,cookie,ck_001150_4660,0.8,0
ID01150-03,CT01150,CRM contact id,CRM-001150,0.77,0
ID01151-01,CT01151,email,lea.meyer1151@braunservicesltd.com,1.0,1
ID01151-02,CT01151,cookie,ck_001151_2899,0.97,0
ID01151-03,CT01151,CRM contact id,CRM-001151,0.75,0
ID01152-01,CT01152,email,david.lange1152@langemedialtd.com,1.0,1
ID01152-02,CT01152,mobile,+49 151 31868923,0.92,0
ID01153-01,CT01153,email,julian.schmitt1153@meyersolutionsltd.com,1.0,1
ID01153-02,CT01153,cookie,ck_001153_6783,0.98,0
ID01153-03,CT01153,badge_id,BDG-001153,0.9,0
ID01154-01,CT01154,email,lukas.wagner1154@neumannsystemskg.com,1.0,1
ID01154-02,CT01154,cookie,ck_001154_3970,0.93,0
ID01155-01,CT01155,email,tim.schmidt1155@meyermarketgmbh.com,1.0,1
ID01155-02,CT01155,cookie,ck_001155_2341,0.9,0
ID01155-03,CT01155,badge_id,BDG-001155,0.95,0
ID01155-04,CT01155,CRM contact id,CRM-001155,0.82,0
ID01156-01,CT01156,email,julian.hartmann1156@braunsystemsltd.com,1.0,1
ID01157-01,CT01157,email,sarah.braun1157@bauerdigitalltd.com,1.0,1
ID01157-02,CT01157,badge_id,BDG-001157,0.93,0
ID01158-01,CT01158,email,elena.schmitt1158@braunsystemsltd.com,1.0,1
ID01158-02,CT01158,cookie,ck_001158_6335,0.8,0
ID01158-03,CT01158,mobile,+49 151 11550868,0.88,0
ID01159-01,CT01159,email,finn.wolf1159@neumannconnectkg.com,1.0,1
ID01159-02,CT01159,badge_id,BDG-001159,0.88,0
ID01159-03,CT01159,mobile,+49 151 29203224,0.9,0
ID01160-01,CT01160,email,max.werner1160@wagnerpartnersgroup.com,1.0,1
ID01160-02,CT01160,cookie,ck_001160_6658,0.73,0
ID01160-03,CT01160,badge_id,BDG-001160,0.76,0
ID01160-04,CT01160,CRM contact id,CRM-001160,0.9,0
ID01161-01,CT01161,email,sofia.hartmann1161@hoffmannpartnersgmbh.com,1.0,1
ID01161-02,CT01161,cookie,ck_001161_4107,0.88,0
ID01161-03,CT01161,badge_id,BDG-001161,0.88,0
ID01162-01,CT01162,email,tom.zimmermann1162@neumanntradegroup.com,1.0,1
ID01162-02,CT01162,cookie,ck_001162_6962,0.98,0
ID01162-03,CT01162,badge_id,BDG-001162,0.76,0
ID01162-04,CT01162,mobile,+49 151 55661243,0.76,0
ID01163-01,CT01163,email,sofia.schmidt1163@langetradegmbh.com,1.0,1
ID01163-02,CT01163,cookie,ck_001163_6897,0.81,0
ID01163-03,CT01163,mobile,+49 151 79126897,0.79,0
ID01164-01,CT01164,email,anna.wolf1164@braunsystemskg.com,1.0,1
ID01164-02,CT01164,cookie,ck_001164_5229,0.92,0
ID01164-03,CT01164,mobile,+49 151 47720202,0.95,0
ID01165-01,CT01165,email,leon.zimmermann1165@neumanneventse.com,1.0,1
ID01165-02,CT01165,cookie,ck_001165_2880,0.97,0
ID01165-03,CT01165,badge_id,BDG-001165,0.85,0
ID01166-01,CT01166,email,elena.hartmann1166@braunexpoltd.com,1.0,1
ID01166-02,CT01166,badge_id,BDG-001166,0.82,0
ID01166-03,CT01166,mobile,+49 151 56550393,0.95,0
ID01166-04,CT01166,CRM contact id,CRM-001166,0.86,0
ID01167-01,CT01167,email,leon.hoffmann1167@kochsolutionsgmbh.com,1.0,1
ID01167-02,CT01167,cookie,ck_001167_8633,0.9,0
ID01167-03,CT01167,CRM contact id,CRM-001167,0.81,0
ID01168-01,CT01168,email,jonas.schmitt1168@hoffmanngroupholding.com,1.0,1
ID01168-02,CT01168,cookie,ck_001168_9852,0.98,0
ID01168-03,CT01168,badge_id,BDG-001168,0.74,0
ID01168-04,CT01168,CRM contact id,CRM-001168,0.78,0
ID01169-01,CT01169,email,luca.bauer1169@bauergroupgroup.com,1.0,1
ID01169-02,CT01169,CRM contact id,CRM-001169,0.72,0
ID01170-01,CT01170,email,paula.becker1170@hoffmannsolutionsag.com,1.0,1
ID01170-02,CT01170,cookie,ck_001170_4354,0.74,0
ID01170-03,CT01170,CRM contact id,CRM-001170,0.78,0
ID01171-01,CT01171,email,paula.koch1171@schmidteventholding.com,1.0,1
ID01171-02,CT01171,cookie,ck_001171_9131,0.92,0
ID01171-03,CT01171,badge_id,BDG-001171,0.91,0
ID01172-01,CT01172,email,lea.hartmann1172@meyertradese.com,1.0,1
ID01172-02,CT01172,cookie,ck_001172_4597,0.75,0
ID01172-03,CT01172,CRM contact id,CRM-001172,0.75,0
ID01173-01,CT01173,email,felix.schulz1173@langepartnersag.com,1.0,1
ID01173-02,CT01173,mobile,+49 151 76621591,0.79,0
ID01173-03,CT01173,CRM contact id,CRM-001173,0.82,0
ID01174-01,CT01174,email,julian.neumann1174@meyersolutionsholding.com,1.0,1
ID01174-02,CT01174,cookie,ck_001174_4482,0.83,0
ID01174-03,CT01174,mobile,+49 151 69104648,0.76,0
ID01174-04,CT01174,CRM contact id,CRM-001174,0.78,0
ID01175-01,CT01175,email,julian.meyer1175@meyersolutionsltd.com,1.0,1
ID01175-02,CT01175,cookie,ck_001175_4794,0.77,0
ID01175-03,CT01175,badge_id,BDG-001175,0.99,0
ID01175-04,CT01175,mobile,+49 151 87615164,0.96,0
ID01176-01,CT01176,email,david.hartmann1176@schmidtmarketltd.com,1.0,1
ID01176-02,CT01176,badge_id,BDG-001176,0.79,0
ID01176-03,CT01176,CRM contact id,CRM-001176,0.88,0
ID01177-01,CT01177,email,tim.neumann1177@meyermarketholding.com,1.0,1
ID01177-02,CT01177,badge_id,BDG-001177,0.85,0
ID01177-03,CT01177,mobile,+49 151 76084903,0.85,0
ID01177-04,CT01177,CRM contact id,CRM-001177,0.93,0
ID01178-01,CT01178,email,tom.wagner1178@schmidteventltd.com,1.0,1
ID01178-02,CT01178,cookie,ck_001178_9050,0.77,0
ID01178-03,CT01178,mobile,+49 151 64498076,0.75,0
ID01179-01,CT01179,email,ben.becker1179@bauerconnectgroup.com,1.0,1
ID01179-02,CT01179,cookie,ck_001179_3560,0.79,0
ID01179-03,CT01179,mobile,+49 151 80407193,0.98,0
ID01179-04,CT01179,CRM contact id,CRM-001179,0.94,0
ID01180-01,CT01180,email,sarah.werner1180@meyerdigitalse.com,1.0,1
ID01180-02,CT01180,badge_id,BDG-001180,0.88,0
ID01180-03,CT01180,mobile,+49 151 34323666,0.93,0
ID01180-04,CT01180,CRM contact id,CRM-001180,0.78,0
ID01181-01,CT01181,email,felix.schmidt1181@bauerholdingskg.com,1.0,1
ID01181-02,CT01181,badge_id,BDG-001181,0.93,0
ID01181-03,CT01181,mobile,+49 151 25910839,0.75,0
ID01181-04,CT01181,CRM contact id,CRM-001181,0.9,0
ID01182-01,CT01182,email,hanna.schulz1182@wagnertradeag.com,1.0,1
ID01182-02,CT01182,badge_id,BDG-001182,0.82,0
ID01183-01,CT01183,email,paula.lange1183@wagnersolutionsse.com,1.0,1
ID01183-02,CT01183,CRM contact id,CRM-001183,0.92,0
ID01184-01,CT01184,email,lea.hoffmann1184@hoffmannmediaag.com,1.0,1
ID01185-01,CT01185,email,sarah.hoffmann1185@neumannservicesse.com,1.0,1
ID01185-02,CT01185,cookie,ck_001185_4719,0.89,0
ID01185-03,CT01185,badge_id,BDG-001185,0.84,0
ID01185-04,CT01185,CRM contact id,CRM-001185,0.86,0
ID01186-01,CT01186,email,paul.koch1186@kochmarketag.com,1.0,1
ID01186-02,CT01186,badge_id,BDG-001186,0.85,0
ID01186-03,CT01186,mobile,+49 151 46887920,0.74,0
ID01186-04,CT01186,CRM contact id,CRM-001186,0.77,0
ID01187-01,CT01187,email,sarah.richter1187@wernermarketag.com,1.0,1
ID01187-02,CT01187,cookie,ck_001187_5773,0.85,0
ID01187-03,CT01187,mobile,+49 151 67966437,0.92,0
ID01187-04,CT01187,CRM contact id,CRM-001187,0.77,0
ID01188-01,CT01188,email,johannes.lange1188@kleinholdingsgroup.com,1.0,1
ID01188-02,CT01188,cookie,ck_001188_9015,0.73,0
ID01188-03,CT01188,mobile,+49 151 25432983,0.83,0
ID01189-01,CT01189,email,laura.lange1189@meyerconsultingag.com,1.0,1
ID01189-02,CT01189,badge_id,BDG-001189,0.91,0
ID01189-03,CT01189,mobile,+49 151 55821057,0.73,0
ID01190-01,CT01190,email,paul.schulz1190@wernerfairse.com,1.0,1
ID01190-02,CT01190,cookie,ck_001190_9876,0.97,0
ID01190-03,CT01190,mobile,+49 151 22730930,0.95,0
ID01191-01,CT01191,email,emma.bauer1191@langefairgroup.com,1.0,1
ID01191-02,CT01191,cookie,ck_001191_9274,0.85,0
ID01191-03,CT01191,badge_id,BDG-001191,0.94,0
ID01191-04,CT01191,mobile,+49 151 25986076,0.96,0
ID01192-01,CT01192,email,laura.schmidt1192@meyermediaag.com,1.0,1
ID01192-02,CT01192,cookie,ck_001192_6755,0.78,0
ID01192-03,CT01192,mobile,+49 151 10971584,0.95,0
ID01193-01,CT01193,email,noah.hoffmann1193@hoffmanngroupag.com,1.0,1
ID01193-02,CT01193,cookie,ck_001193_2355,0.85,0
ID01193-03,CT01193,badge_id,BDG-001193,0.98,0
ID01194-01,CT01194,email,leon.schmitt1194@bauerpartnersholding.com,1.0,1
ID01194-02,CT01194,cookie,ck_001194_6607,0.83,0
ID01194-03,CT01194,mobile,+49 151 31334398,0.78,0
ID01195-01,CT01195,email,ben.hoffmann1195@braunmarketse.com,1.0,1
ID01195-02,CT01195,cookie,ck_001195_1052,0.73,0
ID01196-01,CT01196,email,laura.schmidt1196@bauereventholding.com,1.0,1
ID01196-02,CT01196,cookie,ck_001196_3097,0.74,0
ID01196-03,CT01196,mobile,+49 151 61607984,0.97,0
ID01196-04,CT01196,CRM contact id,CRM-001196,0.86,0
ID01197-01,CT01197,email,david.schmidt1197@schmidtexpogmbh.com,1.0,1
ID01197-02,CT01197,cookie,ck_001197_4351,0.94,0
ID01197-03,CT01197,mobile,+49 151 95642285,0.9,0
ID01197-04,CT01197,CRM contact id,CRM-001197,0.95,0
ID01198-01,CT01198,email,leon.schulz1198@wagnerservicesgroup.com,1.0,1
ID01198-02,CT01198,badge_id,BDG-001198,0.93,0
ID01199-01,CT01199,email,clara.wolf1199@langeexpoag.com,1.0,1
ID01199-02,CT01199,cookie,ck_001199_6547,0.94,0
ID01199-03,CT01199,mobile,+49 151 88544699,0.92,0
ID01200-01,CT01200,email,julian.wolf1200@meyermarketholding.com,1.0,1
ID01200-02,CT01200,badge_id,BDG-001200,0.93,0
ID01201-01,CT01201,email,tim.bauer1201@schmidtsolutionsag.com,1.0,1
ID01201-02,CT01201,cookie,ck_001201_8405,0.85,0
ID01201-03,CT01201,badge_id,BDG-001201,0.96,0
ID01201-04,CT01201,mobile,+49 151 26937073,0.78,0
ID01201-05,CT01201,CRM contact id,CRM-001201,0.94,0
ID01202-01,CT01202,email,jonas.zimmermann1202@kleindigitalag.com,1.0,1
ID01202-02,CT01202,badge_id,BDG-001202,0.84,0
ID01202-03,CT01202,mobile,+49 151 66609483,0.9,0
ID01202-04,CT01202,CRM contact id,CRM-001202,0.82,0
ID01203-01,CT01203,email,jonas.wolf1203@wernertradeltd.com,1.0,1
ID01203-02,CT01203,cookie,ck_001203_8908,0.82,0
ID01204-01,CT01204,email,david.bauer1204@langeconnectltd.com,1.0,1
ID01204-02,CT01204,mobile,+49 151 35143995,0.98,0
ID01204-03,CT01204,CRM contact id,CRM-001204,0.82,0
ID01205-01,CT01205,email,tim.zimmermann1205@kleinmediagmbh.com,1.0,1
ID01205-02,CT01205,cookie,ck_001205_8760,0.82,0
ID01205-03,CT01205,badge_id,BDG-001205,0.81,0
ID01205-04,CT01205,mobile,+49 151 88258458,0.78,0
ID01205-05,CT01205,CRM contact id,CRM-001205,0.93,0
ID01206-01,CT01206,email,noah.koch1206@neumannconnectgroup.com,1.0,1
ID01206-02,CT01206,cookie,ck_001206_2769,0.95,0
ID01206-03,CT01206,badge_id,BDG-001206,0.8,0
ID01206-04,CT01206,mobile,+49 151 41858513,0.91,0
ID01207-01,CT01207,email,tom.koch1207@hoffmanngroupkg.com,1.0,1
ID01207-02,CT01207,cookie,ck_001207_8369,0.75,0
ID01207-03,CT01207,CRM contact id,CRM-001207,0.96,0
ID01208-01,CT01208,email,johannes.hoffmann1208@hartmanntradese.com,1.0,1
ID01208-02,CT01208,badge_id,BDG-001208,0.79,0
ID01208-03,CT01208,CRM contact id,CRM-001208,0.88,0
ID01209-01,CT01209,email,tom.kruger1209@meyerholdingsse.com,1.0,1
ID01209-02,CT01209,cookie,ck_001209_2446,0.97,0
ID01209-03,CT01209,badge_id,BDG-001209,0.89,0
ID01209-04,CT01209,mobile,+49 151 53894090,0.81,0
ID01209-05,CT01209,CRM contact id,CRM-001209,0.76,0
ID01210-01,CT01210,email,noah.richter1210@schmidtpartnersse.com,1.0,1
ID01210-02,CT01210,badge_id,BDG-001210,0.95,0
ID01211-01,CT01211,email,jonas.hoffmann1211@wernersystemsholding.com,1.0,1
ID01211-02,CT01211,mobile,+49 151 65522348,0.85,0
ID01211-03,CT01211,CRM contact id,CRM-001211,0.85,0
ID01212-01,CT01212,email,jonas.schmidt1212@braundigitalholding.com,1.0,1
ID01212-02,CT01212,cookie,ck_001212_1034,0.96,0
ID01212-03,CT01212,badge_id,BDG-001212,0.89,0
ID01212-04,CT01212,mobile,+49 151 45049385,0.89,0
ID01213-01,CT01213,email,laura.bauer1213@kochsolutionsag.com,1.0,1
ID01213-02,CT01213,cookie,ck_001213_2006,0.76,0
ID01213-03,CT01213,mobile,+49 151 43562485,0.84,0
ID01213-04,CT01213,CRM contact id,CRM-001213,0.73,0
